nohup: ignoring input
             Fingerprints used:
             Type:  BP
             C :  60 G1s  48 G2s
             H :  60 G1s  48 G2s
    0.07s: Processing training data
             Number of training images: 570
    0.74s: Trying to load training fingerprints
             Fingerprints were not found
    0.74s: Calculating training fingerprints
    0.74s: Training
       Epoch      CumLoss     EnergyRMSE   ForceRMSE
         359     0.032406     0.020591     0.176940
         360     0.032394     0.020158     0.179312
         361     0.032409     0.020520     0.177380
         362     0.032434     0.019996     0.180566
         363     0.032589     0.020500     0.179131
         364     0.032874     0.019872     0.185175
         365     0.033495     0.020584     0.186843
         366     0.034017     0.019817     0.195501
         367     0.034303     0.020441     0.194784
         368     0.033666     0.019782     0.192627
         369     0.032955     0.019701     0.186804
         370     0.032746     0.020056     0.183037
         371     0.032495     0.019434     0.184149
         372     0.032034     0.019924     0.177378
         373     0.031702     0.019406     0.177260
         374     0.031958     0.019302     0.180108
         375     0.032164     0.019707     0.179741
         376     0.031579     0.019115     0.177744
         377     0.030984     0.019376     0.170970
         378     0.031157     0.019203     0.173499
         379     0.031531     0.018959     0.178152
         380     0.031245     0.019239     0.174085
         381     0.030594     0.018828     0.170513
         382     0.030569     0.018837     0.170237
         383     0.030958     0.018901     0.173370
         384     0.030859     0.018619     0.174020
         385     0.030334     0.018712     0.168819
         386     0.030139     0.018613     0.167617
         387     0.030380     0.018444     0.170702
         388     0.030444     0.018567     0.170604
         389     0.030116     0.018348     0.168871
         390     0.029871     0.018283     0.167032
         391     0.029949     0.018378     0.167214
         392     0.030026     0.018071     0.169556
         393     0.029847     0.018240     0.167058
         394     0.029590     0.018002     0.166055
         395     0.029527     0.017950     0.165774
         396     0.029591     0.017991     0.166127
         397     0.029548     0.017778     0.166885
         398     0.029370     0.017859     0.164874
         399     0.029223     0.017702     0.164406
         400     0.029204     0.017666     0.164437
         401     0.029233     0.017640     0.164834
         402     0.029199     0.017550     0.165015
         403     0.029130     0.017457     0.164891
         404     0.029170     0.017570     0.164649
         405     0.029495     0.017264     0.169100
         406     0.030396     0.017903     0.173697
         407     0.032015     0.017312     0.190425
         408     0.034568     0.018840     0.204939
         409     0.034727     0.017463     0.212249
         410     0.031958     0.018069     0.186389
         411     0.028970     0.017264     0.164502
         412     0.030751     0.017210     0.180200
         413     0.032220     0.018189     0.188054
         414     0.029580     0.016826     0.172025
         415     0.029112     0.016794     0.168143
         416     0.031049     0.017722     0.180277
         417     0.029651     0.016625     0.173605
         418     0.028178     0.016725     0.160353
         419     0.029709     0.017287     0.170850
         420     0.029620     0.016634     0.173303
         421     0.028061     0.016723     0.159336
         422     0.028498     0.016833     0.162601
         423     0.029112     0.016487     0.169657
         424     0.028153     0.016582     0.160879
         425     0.027968     0.016443     0.159978
         426     0.028525     0.016183     0.166095
         427     0.028042     0.016437     0.160646
         428     0.027590     0.016151     0.158168
         429     0.028096     0.015973     0.163445
         430     0.027977     0.016290     0.160832
         431     0.027350     0.015957     0.157064
         432     0.027532     0.015823     0.159312
         433     0.027789     0.016142     0.159952
         434     0.027347     0.015755     0.158060
         435     0.027150     0.015691     0.156674
         436     0.027379     0.015908     0.157563
         437     0.027248     0.015513     0.158399
         438     0.026941     0.015564     0.155498
         439     0.026995     0.015617     0.155693
         440     0.027089     0.015332     0.157911
         441     0.026871     0.015537     0.155018
         442     0.026668     0.015368     0.154115
         443     0.026731     0.015246     0.155256
         444     0.026765     0.015440     0.154593
         445     0.026587     0.015128     0.154604
         446     0.026451     0.015153     0.153303
         447     0.026468     0.015159     0.153418
         448     0.026459     0.014950     0.154361
         449     0.026324     0.015046     0.152737
         450     0.026196     0.014903     0.152341
         451     0.026178     0.014816     0.152604
         452     0.026184     0.014878     0.152354
         453     0.026111     0.014693     0.152622
         454     0.025992     0.014688     0.151630
         455     0.025915     0.014623     0.151287
         456     0.025890     0.014490     0.151718
         457     0.025861     0.014572     0.151071
         458     0.025786     0.014374     0.151376
         459     0.025689     0.014422     0.150319
         460     0.025612     0.014321     0.150149
         461     0.025568     0.014243     0.150138
         462     0.025534     0.014264     0.149756
         463     0.025485     0.014113     0.150053
         464     0.025415     0.014152     0.149274
         465     0.025337     0.014025     0.149212
         466     0.025267     0.014012     0.148671
         467     0.025210     0.013968     0.148400
         468     0.025164     0.013878     0.148431
         469     0.025120     0.013898     0.147966
         470     0.025072     0.013759     0.148202
         471     0.025017     0.013796     0.147566
         472     0.024957     0.013644     0.147767
         473     0.024896     0.013682     0.147074
         474     0.024836     0.013545     0.147197
         475     0.024781     0.013569     0.146629
         476     0.024740     0.013436     0.146893
         477     0.024732     0.013473     0.146654
         478     0.024807     0.013316     0.148000
         479     0.025112     0.013438     0.150001
         480     0.025990     0.013206     0.158289
         481     0.028176     0.013628     0.174381
         482     0.031968     0.013324     0.205476
         483     0.035440     0.014022     0.230148
         484     0.032719     0.013739     0.209971
         485     0.027335     0.013455     0.168256
         486     0.030072     0.014601     0.185893
         487     0.031414     0.013184     0.201619
         488     0.025756     0.013643     0.154474
         489     0.025635     0.013386     0.154595
         490     0.029164     0.013084     0.184298
         491     0.026480     0.014025     0.158822
         492     0.025995     0.013096     0.158783
         493     0.027553     0.012931     0.172045
         494     0.024509     0.013097     0.146480
         495     0.025465     0.012868     0.155379
         496     0.026791     0.012788     0.166468
         497     0.024410     0.012644     0.147647
         498     0.025272     0.013038     0.153081
         499     0.024997     0.012501     0.153067
         500     0.024016     0.012546     0.144803
         501     0.025397     0.013104     0.153835
         502     0.024342     0.012344     0.148353
         503     0.023900     0.012438     0.144307
         504     0.024566     0.012644     0.148932
         505     0.023745     0.012231     0.143914
         506     0.024207     0.012384     0.147072
         507     0.024209     0.012397     0.147035
         508     0.023383     0.012342     0.140433
         509     0.023849     0.012163     0.145058
         510     0.023626     0.012251     0.142846
         511     0.023416     0.012282     0.140967
         512     0.023784     0.011916     0.145550
         513     0.023296     0.012137     0.140603
         514     0.023204     0.011997     0.140444
         515     0.023374     0.011815     0.142607
         516     0.023049     0.011969     0.139283
         517     0.023182     0.011868     0.140813
         518     0.023222     0.011842     0.141254
         519     0.022913     0.011737     0.139144
         520     0.022976     0.011861     0.139139
         521     0.022900     0.011642     0.139441
         522     0.022699     0.011628     0.137845
         523     0.022808     0.011696     0.138461
         524     0.022756     0.011482     0.138926
         525     0.022632     0.011561     0.137576
         526     0.022697     0.011455     0.138550
         527     0.022607     0.011433     0.137908
         528     0.022482     0.011320     0.137348
         529     0.022500     0.011402     0.137154
         530     0.022414     0.011203     0.137276
         531     0.022310     0.011236     0.136285
         532     0.022315     0.011198     0.136485
         533     0.022255     0.011113     0.136338
         534     0.022166     0.011092     0.135703
         535     0.022161     0.011079     0.135716
         536     0.022119     0.010998     0.135703
         537     0.022042     0.010967     0.135196
         538     0.022026     0.010985     0.134992
         539     0.022001     0.010853     0.135328
         540     0.021945     0.010924     0.134586
         541     0.021941     0.010811     0.135008
         542     0.021978     0.010874     0.135057
         543     0.022047     0.010703     0.136295
         544     0.022285     0.010983     0.137113
         545     0.022839     0.010674     0.142770
         546     0.024047     0.011531     0.149218
         547     0.026062     0.011148     0.166573
         548     0.029331     0.013046     0.185754
         549     0.030720     0.011920     0.200202
         550     0.029177     0.013196     0.184008
         551     0.023221     0.010880     0.145062
         552     0.022286     0.010845     0.137665
         553     0.026363     0.012189     0.165292
         554     0.025993     0.011021     0.166460
         555     0.022187     0.010948     0.136460
         556     0.022214     0.010915     0.136810
         557     0.024784     0.010818     0.157677
         558     0.023817     0.011598     0.147094
         559     0.021340     0.010504     0.131354
         560     0.022801     0.010578     0.142826
         561     0.023906     0.011465     0.148331
         562     0.021824     0.010248     0.136241
         563     0.021517     0.010334     0.133452
         564     0.022998     0.010901     0.143192
         565     0.022190     0.010178     0.139427
         566     0.021072     0.010191     0.130416
         567     0.021993     0.010514     0.136592
         568     0.022131     0.010118     0.139176
         569     0.021117     0.010198     0.130754
         570     0.021207     0.010196     0.131487
         571     0.021793     0.010071     0.136657
         572     0.021315     0.010266     0.132083
         573     0.020818     0.010010     0.129070
         574     0.021258     0.009990     0.132681
         575     0.021329     0.010184     0.132515
         576     0.020801     0.009825     0.129643
         577     0.020773     0.009773     0.129617
         578     0.021084     0.009978     0.131332
         579     0.020868     0.009683     0.130707
         580     0.020551     0.009702     0.128102
         581     0.020686     0.009816     0.128751
         582     0.020777     0.009611     0.130255
         583     0.020553     0.009713     0.128079
         584     0.020396     0.009601     0.127241
         585     0.020509     0.009487     0.128577
         586     0.020523     0.009622     0.128185
         587     0.020333     0.009404     0.127471
         588     0.020245     0.009376     0.126878
         589     0.020306     0.009473     0.127006
         590     0.020296     0.009282     0.127631
         591     0.020158     0.009319     0.126394
         592     0.020081     0.009288     0.125896
         593     0.020106     0.009154     0.126584
         594     0.020098     0.009251     0.126161
         595     0.020005     0.009136     0.125842
         596     0.019919     0.009089     0.125326
         597     0.019910     0.009139     0.125073
         598     0.019908     0.009019     0.125496
         599     0.019853     0.009045     0.124970
         600     0.019773     0.008973     0.124589
         601     0.019726     0.008919     0.124410
         602     0.019717     0.008950     0.124231
         603     0.019693     0.008855     0.124377
         604     0.019635     0.008877     0.123838
         605     0.019571     0.008830     0.123497
         606     0.019531     0.008774     0.123384
         607     0.019513     0.008789     0.123188
         608     0.019483     0.008703     0.123261
         609     0.019433     0.008698     0.122878
         610     0.019376     0.008642     0.122629
         611     0.019333     0.008604     0.122417
         612     0.019305     0.008593     0.122236
         613     0.019276     0.008524     0.122253
         614     0.019236     0.008525     0.121934
         615     0.019187     0.008464     0.121759
         616     0.019139     0.008445     0.121445
         617     0.019100     0.008414     0.121246
         618     0.019067     0.008377     0.121114
         619     0.019034     0.008368     0.120887
         620     0.018996     0.008308     0.120796
         621     0.018953     0.008304     0.120466
         622     0.018908     0.008245     0.120320
         623     0.018866     0.008230     0.120044
         624     0.018827     0.008190     0.119875
         625     0.018791     0.008160     0.119693
         626     0.018755     0.008143     0.119464
         627     0.018718     0.008092     0.119348
         628     0.018679     0.008090     0.119051
         629     0.018639     0.008028     0.118945
         630     0.018598     0.008030     0.118622
         631     0.018558     0.007975     0.118489
         632     0.018517     0.007967     0.118200
         633     0.018478     0.007925     0.118032
         634     0.018439     0.007903     0.117804
         635     0.018402     0.007877     0.117593
         636     0.018364     0.007838     0.117434
         637     0.018328     0.007829     0.117177
         638     0.018291     0.007779     0.117057
         639     0.018255     0.007782     0.116766
         640     0.018220     0.007724     0.116681
         641     0.018185     0.007736     0.116371
         642     0.018152     0.007668     0.116336
         643     0.018121     0.007692     0.116016
         644     0.018094     0.007614     0.116061
         645     0.018073     0.007659     0.115754
         646     0.018064     0.007558     0.116012
         647     0.018077     0.007646     0.115824
         648     0.018128     0.007509     0.116673
         649     0.018260     0.007700     0.117076
         650     0.018531     0.007521     0.119759
         651     0.019097     0.007961     0.122743
         652     0.020105     0.007769     0.131117
         653     0.021970     0.008812     0.142307
         654     0.024420     0.008657     0.161462
         655     0.027575     0.010436     0.180479
